,risk_probability,drawdown_risk,regime
3747,0.1708397000807287,0,Calm
3748,0.14112781013737744,0,Calm
3749,0.1783431065602188,0,Calm
3750,0.17098886003590694,0,Calm
3751,0.14306277474774254,0,Calm
3752,0.1673798803697087,0,Calm
3753,0.25516819777080485,0,Calm
3754,0.18407877439236364,0,Calm
3755,0.11653181495659011,0,Calm
3756,0.22412522179190641,0,Calm
3757,0.1991571481145254,0,Calm
3758,0.16747843286865002,0,Calm
3759,0.14869395069697772,0,Calm
3760,0.1613233802163587,0,Calm
3761,0.14867302499209667,0,Calm
3762,0.12445455067394898,0,Calm
3763,0.12151741602186475,0,Calm
3764,0.12648244577483936,0,Calm
3765,0.13136134843002,0,Calm
3766,0.09991129318084697,0,Calm
3767,0.15201661725217486,0,Calm
3768,0.14001652618323238,0,Calm
3769,0.14370239555373707,0,Calm
3770,0.33074505801797477,1,Calm
3771,0.6881911190160942,0,Calm
3772,0.6040841539894833,0,Calm
3773,0.5937259817578752,0,Calm
3774,0.5729737094974321,1,Calm
3775,0.7732600463487029,1,Calm
3776,0.552198232454109,0,Calm
3777,0.5811837862656121,0,Calm
3778,0.4790344172428966,0,Calm
3779,0.4742869066104812,0,Calm
3780,0.35578713839087434,0,Calm
3781,0.35912031135673517,0,Calm
3782,0.4888816166319586,0,Calm
3783,0.5446283067369357,0,Calm
3784,0.6026198936373917,0,Calm
3785,0.5072099252924563,0,Calm
3786,0.6215436621443052,0,Calm
3787,0.587790540445027,0,Calm
3788,0.6998852102748591,0,Calm
3789,0.8104206990470155,1,Calm
3790,0.9975292238294081,1,Volatile
3791,0.9996431210454457,1,Volatile
3792,0.9986634140638171,1,Calm
3793,0.9999911501101292,1,Volatile
3794,0.9999899807928638,1,Volatile
3795,0.9999550037268543,1,Crisis
3796,0.9999590436589811,1,Volatile
3797,0.9999224368854694,1,Crisis
3798,0.9999070933589472,1,Volatile
3799,0.9999417030913444,1,Volatile
3800,0.9999999806935996,1,Volatile
3801,0.9999998925943283,1,Crisis
3802,0.9999999987830253,1,Volatile
3803,0.9999999999949487,1,Volatile
3804,0.9999999999874023,1,Crisis
3805,0.9999999999999274,1,Volatile
3806,0.9999999999999774,1,Crisis
3807,0.9999999999999822,1,Volatile
3808,0.9999999999987184,1,Volatile
3809,0.9999999999999973,1,Volatile
3810,0.9999999999998552,1,Volatile
3811,0.9999999999999618,1,Crisis
3812,0.9999999999992766,1,Volatile
3813,0.9999999999961771,1,Crisis
3814,0.9999999999940008,1,Volatile
3815,0.9999999998851172,1,Volatile
3816,0.9999999999989122,1,Volatile
3817,0.9999999999998948,1,Volatile
3818,0.9999999999999805,1,Volatile
3819,0.9999999999999556,1,Volatile
3820,0.9999999999997773,1,Crisis
3821,0.9999999999991251,1,Volatile
3822,0.9999999999679228,1,Crisis
3823,0.9999999995870243,1,Volatile
3824,0.999999996893491,1,Volatile
3825,0.9999999423333017,1,Crisis
3826,0.9999999508669528,1,Volatile
3827,0.9999999451509168,1,Volatile
3828,0.9999999322696455,1,Crisis
3829,0.9999998592607671,1,Volatile
3830,0.9999999907828395,1,Volatile
3831,0.9999992279713225,1,Crisis
3832,0.9999992676231843,1,Volatile
3833,0.9999987190544098,1,Crisis
3834,0.9999880949185227,1,Crisis
3835,0.9999389956920002,1,Volatile
3836,0.9999389063575476,1,Crisis
3837,0.9997841237709711,1,Volatile
3838,0.9999822053968564,1,Volatile
3839,0.9999883727571717,1,Crisis
3840,0.9997294524690211,1,Crisis
3841,0.9999240368281164,1,Volatile
3842,0.9997367090067648,1,Crisis
3843,0.9982173382042437,1,Crisis
3844,0.9982841641948965,1,Crisis
3845,0.999284194839477,1,Volatile
3846,0.99947025388613,1,Volatile
3847,0.9996151916939559,1,Crisis
3848,0.9996377323506803,1,Crisis
3849,0.9990028034125096,1,Crisis
3850,0.9954493862064083,1,Volatile
3851,0.9819281034608592,1,Crisis
3852,0.9576139067764899,1,Calm
3853,0.992722458092865,1,Crisis
3854,0.996686266190836,1,Crisis
3855,0.9904724441261896,1,Crisis
3856,0.9599252196901624,1,Calm
3857,0.9233550179354342,1,Calm
3858,0.7972893725190602,1,Calm
3859,0.8260544598149338,1,Calm
3860,0.841631635115719,1,Calm
3861,0.8380543409246158,1,Calm
3862,0.9498126606792978,1,Crisis
3863,0.661831707898305,1,Calm
3864,0.8217223731092363,1,Calm
3865,0.8513194942265245,1,Calm
3866,0.9998742430281818,1,Volatile
3867,0.999946329550374,1,Crisis
3868,0.999954749624574,1,Crisis
3869,0.99978396656844,1,Crisis
3870,0.9983736702038126,1,Calm
3871,0.9762005814462013,1,Calm
3872,0.9976547572237826,1,Volatile
3873,0.9983377864542564,1,Crisis
3874,0.9990682121449947,1,Crisis
3875,0.9997281931592342,1,Volatile
3876,0.9996875846470404,1,Crisis
3877,0.9998895203903638,1,Volatile
3878,0.9998932274146757,1,Crisis
3879,0.9998441182457327,1,Crisis
3880,0.9959498668801151,1,Calm
3881,0.9968959895429608,1,Calm
3882,0.9766076003759382,1,Calm
3883,0.9922032261928262,1,Calm
3884,0.9943090077796646,1,Calm
3885,0.9964253323138318,1,Calm
3886,0.8878217405944792,1,Calm
3887,0.9624235195279245,1,Calm
3888,0.9068974129867078,1,Calm
3889,0.878263900184733,1,Calm
3890,0.867197094432026,1,Calm
3891,0.90053306088999,1,Calm
3892,0.7984974562231333,1,Calm
3893,0.8673980821982505,1,Calm
3894,0.8838100723435819,1,Calm
3895,0.843301802023688,1,Calm
3896,0.8927493605378432,1,Calm
3897,0.7495293839722402,1,Calm
3898,0.8073582088543957,1,Calm
3899,0.7388124719118438,1,Calm
3900,0.6751220618400186,1,Calm
3901,0.540114650723049,1,Calm
3902,0.4795598106539711,1,Calm
3903,0.3019986648649371,0,Calm
3904,0.35486182793842497,0,Calm
3905,0.23698826376853271,0,Calm
3906,0.28002850273736324,0,Calm
3907,0.25522091095446514,0,Calm
3908,0.37032834021089295,0,Calm
3909,0.3347610932566588,0,Calm
3910,0.4139621586663191,0,Calm
3911,0.42693002402463126,0,Calm
3912,0.41106064256485436,0,Calm
3913,0.3083506277062976,0,Calm
3914,0.5144335808989473,0,Calm
3915,0.3491993876293836,0,Calm
3916,0.27444468543129014,0,Calm
3917,0.22722504322617226,0,Calm
3918,0.1791362495450714,0,Calm
3919,0.09584277960294582,0,Calm
3920,0.08967244610908068,0,Calm
3921,0.07740724274278164,0,Calm
3922,0.13161081112006004,0,Calm
3923,0.11757964181025582,0,Calm
3924,0.12675551259701429,1,Calm
3925,0.9761134457881138,1,Volatile
3926,0.9494540162322339,1,Calm
3927,0.9986526623921106,1,Volatile
3928,0.991779263236844,1,Calm
3929,0.9996593942163347,1,Volatile
3930,0.9923567225618425,1,Calm
3931,0.9837037428672977,1,Calm
3932,0.9357798791367753,1,Calm
3933,0.9778875884649361,1,Calm
3934,0.9691984301135096,1,Calm
3935,0.9834679738661236,1,Calm
3936,0.994807387648738,1,Calm
3937,0.9935399067231123,1,Calm
3938,0.99962253936025,1,Volatile
3939,0.9966994344918608,1,Calm
3940,0.9986882326133499,1,Crisis
3941,0.9785582147883383,1,Calm
3942,0.9890010606938449,1,Calm
3943,0.9577144049600885,1,Calm
3944,0.9433525820316112,1,Calm
3945,0.9467767237068835,1,Calm
3946,0.9545938705932512,1,Calm
3947,0.9438447725257797,1,Calm
3948,0.9105766682675562,1,Calm
3949,0.8604613965792399,1,Calm
3950,0.7418108014131195,0,Calm
3951,0.7715729583370952,0,Calm
3952,0.7255023707775647,1,Calm
3953,0.8863197632800061,1,Calm
3954,0.9131320633331881,1,Calm
3955,0.9247298942952026,1,Calm
3956,0.9840284411338893,1,Calm
3957,0.9728736949997318,1,Calm
3958,0.9269528922398135,1,Calm
3959,0.9045265054814876,1,Calm
3960,0.8699643285167727,1,Calm
3961,0.9115297314398281,1,Calm
3962,0.9336728473222894,1,Calm
3963,0.9991481532442802,1,Volatile
3964,0.9952092127876595,1,Calm
3965,0.9976933868439013,1,Calm
3966,0.9894995213155443,1,Calm
3967,0.9768167037878497,1,Calm
3968,0.8051060009093449,0,Calm
3969,0.7955623160845925,0,Calm
3970,0.6902979473922956,0,Calm
3971,0.6710599276895653,0,Calm
3972,0.8170829867183725,0,Calm
3973,0.8891324006709356,0,Calm
3974,0.9705074966095266,0,Calm
3975,0.9529506644959345,0,Calm
3976,0.9373138378571617,0,Calm
3977,0.948991110737297,0,Calm
3978,0.981011323177909,0,Calm
3979,0.9656044484761646,0,Calm
3980,0.986731857208467,0,Calm
3981,0.9840166692541674,0,Calm
3982,0.9644786549338836,0,Calm
3983,0.747206906816346,0,Calm
3984,0.7533998304770386,0,Calm
3985,0.6773639856613096,0,Calm
3986,0.617316006036259,0,Calm
3987,0.7123607113280058,0,Calm
3988,0.6073427816830514,0,Calm
3989,0.44607700949474516,0,Calm
3990,0.4237216251348644,0,Calm
3991,0.4817270010169722,0,Calm
3992,0.6261928092481381,0,Calm
3993,0.6254815971962686,0,Calm
3994,0.6709260366369423,0,Calm
3995,0.6526796138815701,0,Calm
3996,0.5603633698181254,0,Calm
3997,0.43538568722472437,0,Calm
3998,0.28376684008477404,0,Calm
3999,0.3190372113315136,0,Calm
4000,0.2949834987255682,0,Calm
4001,0.44880681682710144,0,Calm
4002,0.34158546483689173,0,Calm
4003,0.3618032809955823,0,Calm
4004,0.2739303248870529,0,Calm
4005,0.24822732830633534,0,Calm
4006,0.18247704886440608,0,Calm
4007,0.15696450537896467,0,Calm
4008,0.43043038548657225,0,Calm
4009,0.4344977323882362,0,Calm
4010,0.35886800804421554,0,Calm
4011,0.3088503857828472,0,Calm
4012,0.27883938804810876,0,Calm
4013,0.23653608777513774,0,Calm
4014,0.28905891459172095,0,Calm
4015,0.3002954256919859,0,Calm
4016,0.4504547171353393,0,Calm
4017,0.6264184178010251,0,Calm
4018,0.4827162877150365,0,Calm
4019,0.39247792001525555,0,Calm
4020,0.39616565211256033,0,Calm
4021,0.392986299594882,0,Calm
4022,0.2869290272658489,0,Calm
4023,0.3867959808487757,1,Calm
4024,0.919238918356148,0,Calm
4025,0.89189817979615,1,Calm
4026,0.9673872497549317,1,Calm
4027,0.9570887782527141,0,Calm
4028,0.9067250790642529,0,Calm
4029,0.747782656088953,0,Calm
4030,0.7533294058819305,0,Calm
4031,0.47605317731590985,0,Calm
4032,0.5751176199393528,0,Calm
4033,0.7049222226153131,0,Calm
4034,0.7179456632465062,0,Calm
4035,0.7915947236083377,0,Calm
4036,0.7783320844344161,0,Calm
4037,0.8153323774917913,0,Calm
4038,0.8058013014294823,0,Calm
4039,0.8116720724337365,0,Calm
4040,0.835888972468986,0,Calm
4041,0.9053538246754973,0,Calm
4042,0.8975578761948598,0,Calm
4043,0.8563687353601344,1,Calm
4044,0.9290121477690912,1,Calm
4045,0.9342882155988562,0,Calm
4046,0.7847156097327389,0,Calm
4047,0.8331788409317084,1,Calm
4048,0.9393786315036177,1,Calm
4049,0.9253301832982619,1,Calm
4050,0.8579524923330248,1,Calm
4051,0.956443992676754,0,Calm
4052,0.9088074498036515,0,Calm
4053,0.817762302638735,0,Calm
4054,0.638321432459796,0,Calm
4055,0.7977189365179107,0,Calm
4056,0.7056630601493469,0,Calm
4057,0.8269704910886062,0,Calm
4058,0.8456045563046884,0,Calm
4059,0.9549550048597121,0,Calm
4060,0.9576307879294117,0,Calm
4061,0.9541584481434837,0,Calm
4062,0.9675504479157537,1,Calm
4063,0.9754117500858679,0,Calm
4064,0.8839483134114497,0,Calm
4065,0.8132566828231997,0,Calm
4066,0.7722371808451862,0,Calm
4067,0.71590461103614,0,Calm
4068,0.5466241020766479,0,Calm
4069,0.3967067237651666,0,Calm
4070,0.3670034775366101,0,Calm
4071,0.34463921815564086,0,Calm
4072,0.26131702155922165,0,Calm
4073,0.25374923478264005,0,Calm
4074,0.27678019709895496,0,Calm
4075,0.4225357383553082,0,Calm
4076,0.37205452593360483,0,Calm
4077,0.44280697093537497,0,Calm
4078,0.4002497558796449,0,Calm
4079,0.2971413916974389,0,Calm
4080,0.3755340777124387,0,Calm
4081,0.5261969574195842,0,Calm
4082,0.34370999160587,0,Calm
4083,0.5988801247417904,0,Calm
4084,0.5437451616265303,0,Calm
4085,0.38533530247059594,0,Calm
4086,0.31794787543613345,0,Calm
4087,0.4082198187419309,0,Calm
4088,0.2607274478397931,0,Calm
4089,0.4492085901562821,0,Calm
4090,0.359830294255819,0,Calm
4091,0.46215366856643303,0,Calm
4092,0.44583880560246525,0,Calm
4093,0.4501701740872014,0,Calm
4094,0.30092443574272887,0,Calm
4095,0.5053693470462058,0,Calm
4096,0.5695813573145436,1,Calm
4097,0.884723021232687,1,Calm
4098,0.8703728883432101,0,Calm
4099,0.8685404779736564,0,Calm
4100,0.8185304385946734,1,Calm
4101,0.8237623375549901,1,Calm
4102,0.6528428841078504,0,Calm
4103,0.6709245832825608,0,Calm
4104,0.7752682987716316,0,Calm
4105,0.6959529085765869,0,Calm
4106,0.6367321857593542,0,Calm
4107,0.5864216892366405,0,Calm
4108,0.6687262489452265,0,Calm
4109,0.6310876877130973,0,Calm
4110,0.7284998310398771,0,Calm
4111,0.6768282336069176,0,Calm
4112,0.7337544963890915,0,Calm
4113,0.667253667348538,0,Calm
4114,0.6680921522733276,0,Calm
4115,0.6137414875649406,0,Calm
4116,0.6116417565822556,0,Calm
4117,0.27504330368912616,0,Calm
4118,0.2891937071868258,0,Calm
4119,0.1847917517714049,0,Calm
4120,0.197816242227325,0,Calm
4121,0.19705017048962747,0,Calm
4122,0.22529921578154308,1,Calm
4123,0.438481563655006,0,Calm
4124,0.41810278560618735,0,Calm
4125,0.31145687955542734,0,Calm
4126,0.26999597097746947,0,Calm
4127,0.22922713279898876,0,Calm
4128,0.12803126439916945,0,Calm
4129,0.19641283777324506,0,Calm
4130,0.23077829131803296,0,Calm
4131,0.21268598325250906,0,Calm
4132,0.21036189981059614,0,Calm
4133,0.1754985019706854,0,Calm
4134,0.2078073815169442,0,Calm
4135,0.18636918408633973,0,Calm
4136,0.30717494411323093,0,Calm
4137,0.2909250919051254,0,Calm
4138,0.32952496216314864,0,Calm
4139,0.3589384331272006,0,Calm
4140,0.3736927040324228,0,Calm
4141,0.3087066082285334,0,Calm
4142,0.5484153168878422,1,Calm
4143,0.771877234108329,0,Calm
4144,0.6143382523589725,0,Calm
4145,0.5541983274800766,0,Calm
4146,0.4926130681489935,0,Calm
4147,0.33145425280588264,0,Calm
4148,0.18269625101355152,0,Calm
4149,0.36625691907181784,0,Calm
4150,0.4555061755317106,0,Calm
4151,0.4342806646442967,0,Calm
4152,0.6183747655691835,0,Calm
4153,0.6479687399606296,0,Calm
4154,0.5296055335132509,0,Calm
4155,0.5909806579517207,0,Calm
4156,0.5359611746933839,0,Calm
4157,0.4145942900217588,0,Calm
4158,0.40480972693631556,0,Calm
4159,0.471192680835589,0,Calm
4160,0.40794272288125505,0,Calm
4161,0.42008833245627336,0,Calm
4162,0.3774464010185322,0,Calm
4163,0.19061212198221877,0,Calm
4164,0.2129129612028728,0,Calm
4165,0.3751848960491179,0,Calm
4166,0.4042989856566274,0,Calm
4167,0.31777547572025683,0,Calm
4168,0.2954830475774807,0,Calm
4169,0.20855727879244615,0,Calm
4170,0.12978041007631608,0,Calm
4171,0.18441121272579664,0,Calm
4172,0.18416370844379767,0,Calm
4173,0.21012941240308286,0,Calm
4174,0.21679846615005127,0,Calm
4175,0.2137123212999164,0,Calm
4176,0.15073134092971874,0,Calm
4177,0.2105874397022684,0,Calm
4178,0.28149966199289667,0,Calm
4179,0.2850213126012006,0,Calm
4180,0.35035888829256856,0,Calm
4181,0.49865863265443805,0,Calm
4182,0.4716003092679831,1,Calm
4183,0.5158415553478416,0,Calm
4184,0.41609178886095727,0,Calm
4185,0.3074101141086381,1,Calm
4186,0.3809484365462046,1,Calm
4187,0.707172295437309,1,Calm
4188,0.6169930021131481,1,Calm
4189,0.657982271730839,0,Calm
4190,0.5891283255617532,0,Calm
4191,0.4581883166182486,1,Calm
4192,0.28413955453397494,1,Calm
4193,0.6466778491224531,1,Calm
4194,0.7241393543606482,1,Calm
4195,0.8993710479255689,1,Calm
4196,0.881068199587587,1,Calm
4197,0.9336346915605461,1,Calm
4198,0.8198111352783742,1,Calm
4199,0.8090867873746825,1,Calm
4200,0.6582930060599528,1,Calm
4201,0.7616592207005127,1,Calm
4202,0.7209323962314672,1,Calm
4203,0.8141160429198916,1,Calm
4204,0.8064365257991103,1,Calm
4205,0.8104800471737952,0,Calm
4206,0.7254542878374719,0,Calm
4207,0.5097661266733172,0,Calm
4208,0.4094052743192366,0,Calm
4209,0.3855833099675877,0,Calm
4210,0.4985349170027084,0,Calm
4211,0.5933091511070123,0,Calm
4212,0.5737231477889876,0,Calm
4213,0.414634486976446,0,Calm
4214,0.5369543632606271,0,Calm
4215,0.3768071143554348,0,Calm
4216,0.3192274767060364,0,Calm
4217,0.22502529218025574,0,Calm
4218,0.19268884532025873,0,Calm
4219,0.1285162531251232,0,Calm
4220,0.15127035979423922,0,Calm
4221,0.13205749874944425,0,Calm
4222,0.10482523343508171,0,Calm
4223,0.14352614933553168,0,Calm
4224,0.3200424662005129,0,Calm
4225,0.24418594893217313,0,Calm
4226,0.2159725603556052,0,Calm
4227,0.2259338809226683,0,Calm
4228,0.16432972617661287,0,Calm
4229,0.141133324260716,0,Calm
4230,0.12716043451263373,0,Calm
4231,0.17591855450255656,0,Calm
4232,0.20509448622750795,0,Calm
4233,0.22117008603400895,0,Calm
4234,0.16505492790187817,1,Calm
4235,0.6927334961036253,0,Calm
4236,0.6199579444051075,1,Calm
4237,0.8650516012320608,1,Calm
4238,0.9331690483677467,1,Calm
4239,0.9150886980105531,1,Calm
4240,0.8602767987153027,1,Calm
4241,0.8887256478048979,0,Calm
4242,0.715821807768386,0,Calm
4243,0.5640494291273889,0,Calm
4244,0.7621104938275028,0,Calm
4245,0.6147485892888164,0,Calm
4246,0.8116615138829911,0,Calm
4247,0.9408249308294058,0,Calm
4248,0.9222339474107942,0,Calm
4249,0.933085385776809,0,Calm
4250,0.9738947312638779,1,Calm
4251,0.9793130565581554,0,Calm
4252,0.956378573829004,0,Calm
4253,0.969120801806041,0,Calm
4254,0.9437449437575921,0,Calm
4255,0.776909642341168,0,Calm
4256,0.6655394378881384,0,Calm
4257,0.6988575005439569,0,Calm
4258,0.7637930643066662,0,Calm
4259,0.8097111859783512,0,Calm
4260,0.8328025805228956,0,Calm
4261,0.8191894989694627,1,Calm
4262,0.9279464372427076,1,Calm
4263,0.9216403648482846,1,Calm
4264,0.9221325660840479,1,Calm
4265,0.9373515488596985,0,Calm
4266,0.903832744059351,0,Calm
4267,0.7618271054659089,1,Calm
4268,0.8496422125821229,1,Calm
4269,0.8016105592957954,1,Calm
4270,0.9226769411088228,1,Calm
4271,0.9625861266442172,1,Calm
4272,0.9716183466074474,1,Calm
4273,0.9811914384431313,1,Calm
4274,0.9780608761670003,1,Calm
4275,0.9601662964335814,1,Calm
4276,0.9438543139734695,1,Calm
4277,0.9258907502152047,1,Calm
4278,0.9737044137525998,1,Crisis
4279,0.8382134262083224,1,Calm
4280,0.6957995877508856,1,Calm
4281,0.6199264754301529,1,Calm
4282,0.9571120754752572,1,Volatile
4283,0.9188016580408386,1,Calm
4284,0.9679142945818724,1,Calm
4285,0.9687093202223807,1,Calm
4286,0.9661645350904573,1,Calm
4287,0.9669160042124765,1,Calm
4288,0.9978233608674754,1,Volatile
4289,0.9897755905043717,1,Calm
4290,0.9855869400318589,1,Calm
4291,0.9911731929833093,1,Calm
4292,0.9988172018565267,1,Volatile
4293,0.9873629575176572,1,Calm
4294,0.9912707912085865,1,Calm
4295,0.999651706332161,1,Volatile
4296,0.9995999338422016,1,Crisis
4297,0.9981669633261204,1,Crisis
4298,0.9779318313578915,1,Calm
4299,0.9957018944708179,1,Volatile
4300,0.9879308466509432,1,Crisis
4301,0.9669913761764094,1,Calm
4302,0.9853113706562368,1,Calm
4303,0.9995302806579855,1,Volatile
4304,0.9968729839498286,1,Calm
4305,0.9996170362691112,1,Crisis
4306,0.9968976828249108,1,Calm
4307,0.9994059996986963,1,Volatile
4308,0.998032156291283,1,Volatile
4309,0.9966229802076264,1,Crisis
4310,0.9976481080833043,1,Crisis
4311,0.9957067041310427,1,Crisis
4312,0.9009245757846461,1,Calm
4313,0.8619604661304607,1,Calm
4314,0.8981769699651643,1,Calm
4315,0.9701318965396666,1,Calm
4316,0.9670987851821968,1,Calm
4317,0.9658729241195905,1,Calm
4318,0.9524588569224857,1,Calm
4319,0.9343206241367233,1,Calm
4320,0.9087287893548874,1,Calm
4321,0.979768319062334,1,Calm
4322,0.9787848260323546,1,Calm
4323,0.9315853835826048,1,Calm
4324,0.9795871723795048,1,Calm
4325,0.9761774404999312,1,Calm
4326,0.9414750462432407,1,Calm
4327,0.9401596188382676,1,Calm
4328,0.9852790901066155,1,Calm
4329,0.9693179025696654,1,Calm
4330,0.8929052029263603,1,Calm
4331,0.9480882314233284,1,Calm
4332,0.9323207957828396,1,Calm
4333,0.8200193542831224,1,Calm
4334,0.7762712924924569,1,Calm
4335,0.9214083104311707,1,Calm
4336,0.9950806045359318,1,Volatile
4337,0.9708235952959532,1,Calm
4338,0.9995065621433135,1,Volatile
4339,0.9966208017393954,1,Calm
4340,0.998672122292363,1,Crisis
4341,0.9995141458898139,1,Volatile
