Date,return,volatility,drawdown,regime
2000-01-24,-0.027633593591799732,0.016557589189905828,-0.04342217114771586,0
2000-01-25,0.006064800483985611,0.013057186382201073,-0.03762071746832266,1
2000-01-26,-0.00421272125638672,0.013112908380457904,-0.04167495312855004,1
2000-01-27,-0.00393842799334565,0.013155823836282785,-0.04544924731987287,1
2000-01-28,-0.027456829027902918,0.012523869713658747,-0.07165818413466718,0
2000-01-31,0.025217566974388372,0.01427671225226087,-0.048247662217957926,1
2000-02-01,0.01062781920924527,0.014403758732308584,-0.038132610440033826,1
2000-02-02,-0.00011355740261742575,0.014380200571204899,-0.03824183760245462,1
2000-02-03,0.011248137590027962,0.014316924058771233,-0.02742384946347468,1
2000-02-04,-0.000421044371651913,0.013914776655902466,-0.027833347177660936,1
2000-02-07,-9.127184878798822e-05,0.013848344929454907,-0.027922078625394073,1
2000-02-08,0.012273198750635705,0.014324515039556273,-0.015991573095258668,1
2000-02-09,-0.02081542211764542,0.015242742077741647,-0.03647412386860114,1
2000-02-10,0.0036268038470079755,0.015298963375587178,-0.03297960451435612,1
2000-02-11,-0.02096932014356223,0.014492856028171106,-0.05325736477264879,0
2000-02-14,0.0020329505010301396,0.014389062131700214,-0.05133268385801669,1
2000-02-15,0.008712683952101452,0.014575550482945758,-0.04306724535678332,1
2000-02-16,-0.01025641338184169,0.014802749517515947,-0.05288194326702859,1
2000-02-17,0.0004251484874857603,0.012602758062570016,-0.05247927745773821,1
2000-02-18,-0.030376185763956398,0.013305694114139238,-0.08126134294088011,0
2000-02-22,0.0045168438064202565,0.012939377146222503,-0.07711154392802372,1
2000-02-23,0.006300906826835595,0.013156311754621494,-0.07129650975475212,1
2000-02-24,-0.005335445992795007,0.012564893245141259,-0.0762515570702759,1
2000-02-25,-0.01482903996726348,0.012870960094346318,-0.08994985965017814,0
2000-02-28,0.0110173273819143,0.013499199941561058,-0.07992353931998718,1
2000-02-29,0.013627086867551208,0.013627703554811176,-0.06738557746551159,1
2000-03-01,0.009345513861218402,0.013093762144478258,-0.05866981645254338,1
2000-03-02,0.001863462226787016,0.013048194854808121,-0.056915683212568305,1
2000-03-03,0.019837044049593633,0.012972288012266483,-0.0382076780779752,1
2000-03-06,-0.012695426449990443,0.013487059433348667,-0.05041804176110178,1
2000-03-07,-0.02563109757114057,0.01486365810853115,-0.0747568695845177,0
2000-03-08,0.008173349533495022,0.01492073441268746,-0.0671945340761669,1
2000-03-09,0.025601808359159595,0.016533546061906122,-0.04331302730120844,1
2000-03-10,-0.004722866963392747,0.014044995377763447,-0.047831332598875786,1
2000-03-13,-0.008207438775620024,0.014323684508651601,-0.05564619864063422,1
2000-03-14,-0.017685470569578254,0.015146929856975789,-0.07234754000184461,0
2000-03-15,0.02427251564712085,0.016359276719498817,-0.04983108115144925,1
2000-03-16,0.047646038011081915,0.019578505768460253,-0.004559296727042654,2
2000-03-17,0.0041139002657062385,0.01954568146546385,-0.0004641529533533364,1
2000-03-20,-0.005353449355160467,0.0196421926320432,-0.005815117489184969,1
2000-03-21,0.025565854135601862,0.020397697084432072,0.0,2
2000-03-22,0.004531866597078826,0.02036939676061951,0.0,1
2000-03-23,0.017799046191472767,0.020270741363981427,0.0,1
2000-03-24,7.20105760438905e-05,0.01964452504102548,0.0,1
2000-03-27,-0.0023568379388013705,0.017556348363532724,-0.0023568379388013315,1
2000-03-28,-0.01058496517912777,0.018286463800869512,-0.01291685607041408,1
2000-03-29,0.0005239924076154701,0.017558180880177594,-0.012399631997309668,1
2000-03-30,-0.013655752206946925,0.0181080813479246,-0.02588605790224401,1
2000-03-31,0.007164304394414511,0.01772306523179451,-0.018907209106212505,1
2000-04-03,0.004931344916619063,0.016392506286282076,-0.01406910215910682,1
2000-04-04,-0.007463621754109195,0.016082574840708127,-0.021427717456280502,1
2000-04-05,-0.004923956465537893,0.010622444086843284,-0.026246164773907867,1
2000-04-06,0.009392397822321596,0.01081601097507094,-0.01710028137245312,1
2000-04-07,0.009997742088630579,0.010809709770302083,-0.007273503486627296,1
2000-04-10,-0.007841207399263528,0.008956481823376926,-0.015057677836532899,1
2000-04-11,-0.0025723483626483024,0.008914184227356178,-0.017591292606253105,1
2000-04-12,-0.022271188423368282,0.00919986288440052,-0.03947070203737695,1
2000-04-13,-0.018171059509909937,0.010013547373330501,-0.05692453707166782,1
2000-04-14,-0.05827793670488546,0.017560710724040158,-0.1118850292081357,0
2000-04-17,0.033083594440355135,0.020689688929606254,-0.08250299369804982,2
2000-04-18,0.02866340737013995,0.022551325844448158,-0.05620440324553311,2
2000-04-19,-0.00980848828193237,0.02243457574132821,-0.06546161129683867,0
2000-04-20,0.00495286661329386,0.02236730300393626,-0.06083296731258939,1
2000-04-24,-0.0032624071712881175,0.022254123676673117,-0.06389691257506622,0
2000-04-25,0.03327595466837896,0.02426379186725061,-0.0327471886729846,2
2000-04-26,-0.011134091282396064,0.024406165642320756,-0.043516669767453754,0
2000-04-27,0.002689993591473483,0.02425192053566487,-0.04094373573877691,2
2000-04-28,-0.008526055934586774,0.024082456204101967,-0.0491207030922839,0
2000-05-01,0.010892053802276314,0.024300253349027322,-0.03876367463089445,2
2000-05-02,-0.01495655435893073,0.024567723280636687,-0.05314045798305628,0
2000-05-03,-0.02156556612723426,0.024524388133686306,-0.07356002004962538,0
2000-05-04,-0.0039078718057253825,0.024106881965231648,-0.07718042872697026,0
2000-05-05,0.016359641218557153,0.018014755163890905,-0.06208343163148072,1
2000-05-08,-0.005905195974303279,0.01609299589820594,-0.06762201277524281,1
2000-05-09,-0.0084470455954464,0.014175779015685777,-0.07549785214552089,1
2000-05-10,-0.020599916097947757,0.014941932974683063,-0.09454251882369565,0
2000-05-11,0.01790246837893128,0.015792241794719095,-0.07833259489847,1
2000-05-12,0.009340679350512193,0.016024819666729723,-0.06972359519959799,1
2000-05-15,0.022097754530216118,0.014419840204351731,-0.04916657556106665,1
2000-05-16,0.009419189353131463,0.01436867777757703,-0.04021049549298998,1
2000-05-17,-0.012441672634015521,0.01474274832736002,-0.0521518823056302,1
2000-05-18,-0.0073146066676795796,0.014697007367390408,-0.05908501846726496,1
2000-05-19,-0.021054689703017493,0.015236942693798309,-0.07889569144035716,0
2000-05-22,-0.004428004324930623,0.014852883468768228,-0.0829743453023715,1
2000-05-23,-0.01917584236203862,0.014624965390728944,-0.1005590846987985,0
2000-05-24,0.01833524794749475,0.01558006724855767,-0.08406761250262927,1
2000-05-25,-0.012529951527866068,0.015091893070350889,-0.09554420092077393,0
2000-05-26,-0.0025334413910176323,0.015059998488654375,-0.0978355866785072,1
2000-05-30,0.03224186224503356,0.017499598439858037,-0.06874812594182413,2
2000-05-31,-0.0013005558363676784,0.0164229430924668,-0.06995927100175882,1
2000-06-01,0.01985786533339695,0.016575829306222048,-0.05149064745073744,1
